TableName,ColumnName,ColumnOrdinal,DataType,ColumnType,Description,Standard Property,Needs validation
W3CIISLog,RemoteIPLatitude,42,System.Double,real,Latitude of the client IP address.,No,
W3CIISLog,RemoteIPLongitude,41,System.Double,real,Longitude of the client IP address.,No,
W3CIISLog,ReportReferenceLink,39,System.String,string,Only populated for IIS logs collected from Azure Cloud Services (through Azure Diagnostics Extension),No,
W3CIISLog,Role,46,System.String,string,Role instance of the cloud service the log belongs to. Only populated when events are collected using Azure Diagnostics agent and data is pulled from Azure storage.,No,
W3CIISLog,RoleInstance,47,System.String,string,Role of the cloud service the log belongs to. Only populated when events are collected using Azure Diagnostics agent and data is pulled from Azure storage.,No,
W3CIISLog,scBytes,24,System.Int64,long,Number of bytes that the server sent.,No,
W3CIISLog,sComputerName,8,System.String,string,Name of the server on which the log file entry was generated.,No,
W3CIISLog,scStatus,21,System.String,string,HTTP status code.,No,
W3CIISLog,scSubStatus,22,System.String,string,Substatus error code.,No,
W3CIISLog,scWin32Status,23,System.String,string,Windows status code.,No,
W3CIISLog,Severity,35,System.Int32,int,Only populated for IIS logs collected from Azure Cloud Services through Azure Diagnostics Extension.,No,
W3CIISLog,sIP,9,System.String,string,IP address of the server on which the log file entry was generated.,No,
W3CIISLog,sPort,13,System.Int32,int,Server port number that is configured for the service.,No,
W3CIISLog,sSiteName,7,System.String,string,Name of the IIS site.,No,
W3CIISLog,StorageAccount,44,System.String,string,Only populated for IIS logs collected from Azure Cloud Services through Azure Diagnostics Extension.,No,
W3CIISLog,TenantId,0,System.String,string,ID of the workspace that stores this record.,No,
W3CIISLog,Time,5,System.String,string,The time the activity occurred in UTC.,No,
W3CIISLog,TimeTaken,26,System.Int64,long,Length of time to process the request in milliseconds.,No,
W3CIISLog,TLPLevel,33,System.String,string,Only populated for IIS logs collected from Azure Cloud Services through Azure Diagnostics Extension.,No,
W3CIISLog,SourceSystem,1,System.String,string,Type of agent the event was collected from. Possible values are OpsManager and AzureStorage.,Yes,
W3CIISLog,Type,48,System.String,string,Name of the table. This will be W3CIISLog for all records in this table.,Yes,
WaaSDeploymentStatus,TimeGenerated,2,System.DateTime,datetime,Date and time the record was created.,Yes,
WaaSDeploymentStatus,Computer,3,System.String,string,,No,
WaaSDeploymentStatus,ComputerID,4,System.String,string,,No,
WaaSDeploymentStatus,DeferralDays,18,System.Int32,int,,No,
WaaSDeploymentStatus,DeploymentError,24,System.String,string,,No,
WaaSDeploymentStatus,DeploymentErrorCode,25,System.String,string,,No,
WaaSDeploymentStatus,DeploymentStatus,21,System.String,string,,No,
WaaSDeploymentStatus,DetailedStatus,22,System.String,string,,No,
WaaSDeploymentStatus,DetailedStatusLevel,23,System.Int32,int,,No,
WaaSDeploymentStatus,ExpectedInstallDate,20,System.DateTime,datetime,,No,
WaaSDeploymentStatus,LastScan,27,System.DateTime,datetime,,No,
WaaSDeploymentStatus,OriginBuild,14,System.String,string,,No,
WaaSDeploymentStatus,OSBuild,6,System.String,string,,No,
WaaSDeploymentStatus,OSRevisionNumber,7,System.Int32,int,,No,
WaaSDeploymentStatus,OSServicingBranch,8,System.String,string,,No,
WaaSDeploymentStatus,OSVersion,5,System.String,string,,No,
WaaSDeploymentStatus,PauseState,19,System.String,string,,No,
WaaSDeploymentStatus,RecommendedAction,26,System.String,string,,No,
WaaSDeploymentStatus,ReleaseName,12,System.String,string,,No,
WaaSDeploymentStatus,TargetBuild,15,System.String,string,,No,
WaaSDeploymentStatus,TargetOSRevision,17,System.Int32,int,,No,
WaaSDeploymentStatus,TargetOSVersion,16,System.String,string,,No,
WaaSDeploymentStatus,TenantId,0,System.String,string,ID of the worksapce that stores this record,No,
WaaSDeploymentStatus,UpdateCategory,10,System.String,string,,No,
WaaSDeploymentStatus,UpdateClassification,11,System.String,string,,No,
WaaSDeploymentStatus,UpdateID,9,System.String,string,,No,
WaaSDeploymentStatus,UpdateReleasedDate,13,System.DateTime,datetime,,No,
WaaSDeploymentStatus,SourceSystem,1,System.String,string,,Yes,
WaaSDeploymentStatus,Type,28,System.String,string,The name of the table. This will beWaaSDeploymentStatusfor all records in this table.,Yes,
WaaSUpdateStatus,TimeGenerated,2,System.DateTime,datetime,Date and time the record was created.,Yes,
WaaSUpdateStatus,Computer,3,System.String,string,,No,
WaaSUpdateStatus,ComputerID,4,System.String,string,,No,
WaaSUpdateStatus,DownloadMode,13,System.String,string,,No,
WaaSUpdateStatus,FeatureDeferralDays,14,System.Int32,int,,No,
WaaSUpdateStatus,FeaturePauseDays,16,System.Int32,int,,No,
WaaSUpdateStatus,FeaturePauseState,15,System.String,string,,No,
WaaSUpdateStatus,LastScan,26,System.DateTime,datetime,,No,
WaaSUpdateStatus,NeedAttentionStatus,24,System.String,string,,No,
WaaSUpdateStatus,NeedAttentionStatusLevel,25,System.Int32,int,,No,
WaaSUpdateStatus,OSArchitecture,10,System.String,string,,No,
WaaSUpdateStatus,OSBuild,8,System.String,string,,No,
WaaSUpdateStatus,OSCurrentStatus,20,System.String,string,,No,
WaaSUpdateStatus,OSEdition,11,System.String,string,,No,
WaaSUpdateStatus,OSFamily,5,System.String,string,,No,
WaaSUpdateStatus,OSFeatureUpdateStatus,21,System.String,string,,No,
WaaSUpdateStatus,OSName,6,System.String,string,,No,
WaaSUpdateStatus,OSQualityUpdateStatus,22,System.String,string,,No,
WaaSUpdateStatus,OSRevisionNumber,9,System.Int32,int,,No,
WaaSUpdateStatus,OSSecurityUpdateStatus,23,System.String,string,,No,
WaaSUpdateStatus,OSServicingBranch,12,System.String,string,,No,
WaaSUpdateStatus,OSVersion,7,System.String,string,,No,
WaaSUpdateStatus,QualityDeferralDays,17,System.Int32,int,,No,
WaaSUpdateStatus,QualityPauseDays,19,System.Int32,int,,No,
WaaSUpdateStatus,QualityPauseState,18,System.String,string,,No,
WaaSUpdateStatus,TenantId,0,System.String,string,ID of the worksapce that stores this record,No,
WaaSUpdateStatus,SourceSystem,1,System.String,string,,Yes,
WaaSUpdateStatus,Type,27,System.String,string,The name of the table. This will beWaaSUpdateStatusfor all records in this table.,Yes,
WDAVStatus,TimeGenerated,2,System.DateTime,datetime,Date and time the record was created.,Yes,
WDAVStatus,ApplicationVersion,7,System.String,string,,No,
WDAVStatus,CloudBlockLevel,12,System.String,string,,No,
WDAVStatus,Computer,3,System.String,string,,No,
WDAVStatus,ComputerID,4,System.String,string,,No,
WDAVStatus,DefinitionVersion,8,System.String,string,,No,
WDAVStatus,DetailedStatus,10,System.String,string,,No,
WDAVStatus,EngineVersion,6,System.String,string,,No,
WDAVStatus,LastDefinitionUpdateTime,15,System.DateTime,datetime,,No,
WDAVStatus,LastScan,17,System.DateTime,datetime,,No,
WDAVStatus,MoreInformation,16,System.String,string,,No,
WDAVStatus,OSName,5,System.String,string,,No,
WDAVStatus,ProtectionState,11,System.String,string,,No,
WDAVStatus,PuaMode,13,System.String,string,,No,
WDAVStatus,SampleSubmission,14,System.String,string,,No,
WDAVStatus,TenantId,0,System.String,string,ID of the worksapce that stores this record,No,
WDAVStatus,UpdateStatus,9,System.String,string,,No,
WDAVStatus,SourceSystem,1,System.String,string,,Yes,
WDAVStatus,Type,18,System.String,string,The name of the table. This will beWDAVStatusfor all records in this table.,Yes,
WDAVThreat,TimeGenerated,2,System.DateTime,datetime,Date and time the record was created.,Yes,
WDAVThreat,Computer,3,System.String,string,,No,
WDAVThreat,ComputerID,4,System.String,string,,No,
WDAVThreat,IsCloudSignature,11,System.SByte,bool,,No,
WDAVThreat,LastScan,18,System.DateTime,datetime,,No,
WDAVThreat,MoreInformation,17,System.String,string,,No,
WDAVThreat,RemediationAction,15,System.String,string,,No,
WDAVThreat,TenantId,0,System.String,string,ID of the worksapce that stores this record,No,
WDAVThreat,ThreatAction,9,System.String,string,,No,
WDAVThreat,ThreatAlertLevel,13,System.String,string,,No,
WDAVThreat,ThreatCategory,12,System.String,string,,No,
WDAVThreat,ThreatEncyclopediaLink,16,System.String,string,,No,
WDAVThreat,ThreatError,10,System.String,string,,No,
WDAVThreat,ThreatFamily,14,System.String,string,,No,
WDAVThreat,ThreatId,7,System.Int32,int,,No,
WDAVThreat,ThreatName,5,System.String,string,,No,
WDAVThreat,ThreatReportId,6,System.String,string,,No,
WDAVThreat,ThreatStatus,8,System.String,string,,No,
WDAVThreat,SourceSystem,1,System.String,string,,Yes,
WDAVThreat,Type,19,System.String,string,The name of the table. This will beWDAVThreatfor all records in this table.,Yes,
WindowsFirewall,_ResourceId,33,System.String,string,,Yes,
WindowsFirewall,TimeGenerated,3,System.DateTime,datetime,Date and time the record was created.,Yes,
WindowsFirewall,AdditionalInformation,28,System.String,string,,No,
WindowsFirewall,CommunicationDirection,4,System.String,string,,No,
WindowsFirewall,Computer,2,System.String,string,,No,
WindowsFirewall,Confidence,22,System.String,string,,No,
WindowsFirewall,Description,20,System.String,string,,No,
WindowsFirewall,DestinationIP,8,System.String,string,,No,
WindowsFirewall,DestinationPort,12,System.Int32,int,,No,
WindowsFirewall,FirewallAction,5,System.String,string,,No,
WindowsFirewall,FirstReportedDateTime,24,System.String,string,,No,
WindowsFirewall,FullDestinationAddress,11,System.String,string,,No,
WindowsFirewall,IndicatorThreatType,19,System.String,string,,No,
WindowsFirewall,Info,14,System.String,string,,No,
WindowsFirewall,IsActive,26,System.String,string,,No,
WindowsFirewall,LastReportedDateTime,25,System.String,string,,No,
WindowsFirewall,MaliciousIP,18,System.String,string,,No,
WindowsFirewall,MaliciousIPCountry,31,System.String,string,,No,
WindowsFirewall,MaliciousIPLatitude,30,System.Double,real,,No,
WindowsFirewall,MaliciousIPLongitude,29,System.Double,real,,No,
WindowsFirewall,ManagementGroupName,17,System.String,string,,No,
WindowsFirewall,MG,15,System.String,string,Id of the management group for System Center Operations Manager agents. ,No,
WindowsFirewall,Protocol,6,System.String,string,,No,
WindowsFirewall,RemoteIP,9,System.String,string,,No,
WindowsFirewall,ReportReferenceLink,27,System.String,string,,No,
WindowsFirewall,RequestSizeInBytes,13,System.Int64,long,,No,
WindowsFirewall,Severity,23,System.Int32,int,,No,
WindowsFirewall,SourceIP,7,System.String,string,,No,
WindowsFirewall,SourcePort,10,System.Int32,int,,No,
WindowsFirewall,TenantId,0,System.String,string,ID of the worksapce that stores this record,No,
WindowsFirewall,TimeCollected,16,System.DateTime,datetime,,No,
WindowsFirewall,TLPLevel,21,System.String,string,,No,
WindowsFirewall,SourceSystem,1,System.String,string,,Yes,
WindowsFirewall,Type,32,System.String,string,The name of the table. This will beWindowsFirewallfor all records in this table.,Yes,
WireData,_ResourceId,48,System.String,string,The Azure resource ID of the server instance. Only available for Azure VMs and VMSS instances.,Yes,
WireData,TimeGenerated,46,System.DateTime,datetime,Time of the record,Yes,
WireData,AdditionalInformation,38,System.String,string,,No,
WireData,ApplicationProtocol,21,System.String,string,Type of network protocol used,No,
WireData,ApplicationServiceName,24,System.String,string,,No,
WireData,Computer,0,System.String,string,Computer name where data was collected,No,
WireData,Confidence,32,System.String,string,,No,
WireData,Description,30,System.String,string,,No,
WireData,Direction,20,System.String,string,Inbound or outbound,No,
WireData,FirstReportedDateTime,34,System.String,string,,No,
WireData,IndicatorThreatType,29,System.String,string,,No,
WireData,IPVersion,17,System.String,string,IP version,No,
WireData,IsActive,36,System.String,string,,No,
WireData,LastReportedDateTime,35,System.String,string,,No,
WireData,LatencyMilliseconds,25,System.Int32,int,,No,
WireData,LatencySamplingFailureRate,27,System.String,string,,No,
WireData,LatencySamplingTimeStamp,26,System.DateTime,datetime,,No,
WireData,LocalIP,3,System.String,string,IP address of the local computer,No,
WireData,LocalMAC,5,System.String,string,,No,
WireData,LocalPortNumber,6,System.Int32,int,Local port number,No,
WireData,LocalSubnet,4,System.String,string,Subnet where data was collected,No,
WireData,MaliciousIP,28,System.String,string,IP address of a known malicious source,No,
WireData,ManagementGroupName,44,System.String,string,Name of the Operations Manager management group,No,
WireData,MG,43,System.String,string,Id of the management group for System Center Operations Manager agents. ,No,
WireData,ProcessID,22,System.Int32,int,Windows process ID,No,
WireData,ProcessName,23,System.String,string,Path and file name of the process,No,
WireData,ProtocolName,16,System.String,string,Name of the network protocol used,No,
WireData,ReceivedBytes,14,System.Int64,long,Amount of bytes received,No,
WireData,ReceivedPackets,19,System.Int64,long,,No,
WireData,RemoteIP,7,System.String,string,Remote IP address used by the remote computer,No,
WireData,RemoteIPCountry,41,System.String,string,Country/region of the remote IP address,No,
WireData,RemoteIPLatitude,40,System.Double,real,IP latitude value,No,
WireData,RemoteIPLongitude,39,System.Double,real,IP longitude value,No,
WireData,RemoteMAC,8,System.String,string,,No,
WireData,RemotePortNumber,9,System.Int32,int,Port number used by the remote IP address,No,
WireData,ReportReferenceLink,37,System.String,string,,No,
WireData,SentBytes,13,System.Int64,long,Number of bytes sent,No,
WireData,SentPackets,18,System.Int64,long,,No,
WireData,SequenceNumber,11,System.Int64,long,,No,
WireData,SessionEndTime,2,System.DateTime,datetime,End time of session,No,
WireData,SessionID,10,System.String,string,A unique value that identifies communication session between two IP addresses,No,
WireData,SessionStartTime,1,System.DateTime,datetime,Start time of session,No,
WireData,SessionState,12,System.String,string,Connected or disconnected,No,
WireData,Severity,33,System.Int32,int,Suspected malware severity,No,
WireData,TenantId,45,System.String,string,ID of the worksapce that stores this record,No,
WireData,TLPLevel,31,System.String,string,,No,
WireData,TotalBytes,15,System.Int64,long,Total number of bytes sent during session,No,
WireData,SourceSystem,42,System.String,string,OpsManager,Yes,
WireData,Type,47,System.String,string,The name of the table. This will beWireDatafor all records in this table.,Yes,
WUDOAggregatedStatus,TimeGenerated,2,System.DateTime,datetime,Date and time the record was created.,Yes,
WUDOAggregatedStatus,BWOptPercent28Days,9,System.Double,real,,No,
WUDOAggregatedStatus,BytesFromCDN,5,System.Int64,long,,No,
WUDOAggregatedStatus,BytesFromGroupPeers,8,System.Int64,long,,No,
WUDOAggregatedStatus,BytesFromIntPeers,6,System.Int64,long,,No,
WUDOAggregatedStatus,BytesFromPeers,7,System.Int64,long,,No,
WUDOAggregatedStatus,ContentType,4,System.String,string,,No,
WUDOAggregatedStatus,DeviceCount,10,System.Int32,int,,No,
WUDOAggregatedStatus,DownloadMode,3,System.String,string,,No,
WUDOAggregatedStatus,TenantId,0,System.String,string,ID of the worksapce that stores this record,No,
WUDOAggregatedStatus,SourceSystem,1,System.String,string,,Yes,
WUDOAggregatedStatus,Type,11,System.String,string,The name of the table. This will beWUDOAggregatedStatusfor all records in this table.,Yes,
WUDOStatus,TimeGenerated,2,System.DateTime,datetime,Date and time the record was created.,Yes,
WUDOStatus,BWOptPercent28Days,29,System.Double,real,,No,
WUDOStatus,BWOptPercent7Days,28,System.Double,real,,No,
WUDOStatus,BytesFromCDN,24,System.Int64,long,,No,
WUDOStatus,BytesFromGroupPeers,27,System.Int64,long,,No,
WUDOStatus,BytesFromIntPeers,25,System.Int64,long,,No,
WUDOStatus,BytesFromPeers,26,System.Int64,long,,No,
WUDOStatus,City,13,System.String,string,,No,
WUDOStatus,Computer,3,System.String,string,,No,
WUDOStatus,ComputerID,4,System.String,string,,No,
WUDOStatus,ContentDownloadMode,10,System.Int32,int,,No,
WUDOStatus,ContentType,16,System.String,string,,No,
WUDOStatus,Country,12,System.String,string,,No,
WUDOStatus,DOStatusDescription,11,System.String,string,,No,
WUDOStatus,DownloadMode,8,System.String,string,,No,
WUDOStatus,DownloadModeSrc,9,System.String,string,,No,
WUDOStatus,GroupID,5,System.String,string,,No,
WUDOStatus,ISP,14,System.String,string,,No,
WUDOStatus,LastScan,30,System.DateTime,datetime,,No,
WUDOStatus,NoPeersCount,20,System.Int64,long,,No,
WUDOStatus,OSName,6,System.String,string,,No,
WUDOStatus,OSVersion,7,System.String,string,,No,
WUDOStatus,PeerEligibleTransfers,19,System.Int64,long,,No,
WUDOStatus,PeeringStatus,15,System.String,string,,No,
WUDOStatus,PeersCannotConnectCount,23,System.Int64,long,,No,
WUDOStatus,PeersSuccessCount,22,System.Int64,long,,No,
WUDOStatus,PeersUnknownCount,21,System.Int64,long,,No,
WUDOStatus,TenantId,0,System.String,string,ID of the worksapce that stores this record,No,
WUDOStatus,TotalTimeForDownload,17,System.String,string,,No,
WUDOStatus,TotalTransfers,18,System.Int64,long,,No,
WUDOStatus,Type,31,System.String,string,The name of the table. This will beWUDOStatusfor all records in this table.,Yes,
WUDOStatus,SourceSystem,1,System.String,string,,Yes,
ADAssessmentRecommendation,TenantId,0,System.String,string,ID of the worksapce that stores this record,No,
ADAssessmentRecommendation,MG,1,System.String,string,Id of the management group for System Center Operations Manager agents. ,No,
ADAssessmentRecommendation,SourceSystem,2,System.String,string,OpsManager,No,
ADAssessmentRecommendation,AssessmentId,3,System.String,string,ID of the assessment,No,
ADAssessmentRecommendation,AssessmentName,4,System.String,string,Name of the assessment,No,
ADAssessmentRecommendation,RecommendationId,5,System.String,string,ID of the recommendation generated,No,
ADAssessmentRecommendation,Recommendation,6,System.String,string,Generated recommendation,No,
ADAssessmentRecommendation,Description,7,System.String,string,Description of the recommendation,No,
ADAssessmentRecommendation,RecommendationResult,8,System.String,string,Result of the recommendation generated,No,
ADAssessmentRecommendation,TimeGenerated,9,System.DateTime,datetime,Date and time the record was created.,Yes,
ADAssessmentRecommendation,FocusAreaId,10,System.String,string,ID of the Focus Area,No,
ADAssessmentRecommendation,FocusArea,11,System.String,string,Area to be focussed on,No,
ADAssessmentRecommendation,ActionAreaId,12,System.String,string,ID generated for Action Area,No,
ADAssessmentRecommendation,ActionArea,13,System.String,string,The segment in which action is to be performed,No,
ADAssessmentRecommendation,RecommendationScore,14,System.Double,real,Score of generated recommendation,No,
ADAssessmentRecommendation,RecommendationWeight,15,System.Double,real,Weight of recommendation,No,
ADAssessmentRecommendation,Computer,16,System.String,string,The machine from which data is uploaded,No,
ADAssessmentRecommendation,AffectedObjectType,17,System.String,string,Type of object which is affected,No,
ADAssessmentRecommendation,AffectedObjectName,18,System.String,string,Name of the affected object,No,
ADAssessmentRecommendation,AffectedObjectUniqueName,19,System.String,string,,No,
ADAssessmentRecommendation,AffectedObjectDetails,20,System.String,string,Details of the affected object,No,
ADAssessmentRecommendation,Forest,21,System.String,string,,No,
ADAssessmentRecommendation,Domain,22,System.String,string,Domain of the system,No,
ADAssessmentRecommendation,DomainController,23,System.String,string,,No,
ADAssessmentRecommendation,Technology,24,System.String,string,,No,
ADAssessmentRecommendation,CustomData,25,System.String,string,,No,
ADAssessmentRecommendation,Type,26,System.String,string,The Name of the table,Yes,
ADSecurityAssessmentRecommendation,TenantId,0,System.String,string,ID of the worksapce that stores this record,No,
ADSecurityAssessmentRecommendation,MG,1,System.String,string,Id of the management group for System Center Operations Manager agents. ,No,
ADSecurityAssessmentRecommendation,SourceSystem,2,System.String,string,,No,
ADSecurityAssessmentRecommendation,AssessmentId,3,System.String,string,ID of the assessment,No,
ADSecurityAssessmentRecommendation,AssessmentName,4,System.String,string,Name of the assessment,No,
ADSecurityAssessmentRecommendation,RecommendationId,5,System.String,string,ID of the recommendation generated,No,
ADSecurityAssessmentRecommendation,Recommendation,6,System.String,string,Generated recommendation,No,
ADSecurityAssessmentRecommendation,Description,7,System.String,string,Description of the recommendation,No,
ADSecurityAssessmentRecommendation,RecommendationResult,8,System.String,string,Result of the recommendation generated,No,
ADSecurityAssessmentRecommendation,TimeGenerated,9,System.DateTime,datetime,Date and time the record was created.,Yes,
ADSecurityAssessmentRecommendation,FocusAreaId,10,System.String,string,ID of the Focus Area,No,
ADSecurityAssessmentRecommendation,FocusArea,11,System.String,string,Area to be focussed on,No,
ADSecurityAssessmentRecommendation,ActionAreaId,12,System.String,string,ID generated for Action Area,No,
ADSecurityAssessmentRecommendation,ActionArea,13,System.String,string,The segment in which action is to be performed,No,
ADSecurityAssessmentRecommendation,RecommendationScore,14,System.Double,real,Score of generated recommendation,No,
ADSecurityAssessmentRecommendation,RecommendationWeight,15,System.Double,real,Weight of recommendation,No,
ADSecurityAssessmentRecommendation,Computer,16,System.String,string,The machine from which data is uploaded,No,
ADSecurityAssessmentRecommendation,AffectedObjectType,17,System.String,string,Type of object which is affected,No,
ADSecurityAssessmentRecommendation,AffectedObjectName,18,System.String,string,Name of the affected object,No,
ADSecurityAssessmentRecommendation,AffectedObjectUniqueName,19,System.String,string,,No,
ADSecurityAssessmentRecommendation,AffectedObjectDetails,20,System.String,string,Details of the affected object,No,
ADSecurityAssessmentRecommendation,Forest,21,System.String,string,,No,
ADSecurityAssessmentRecommendation,Domain,22,System.String,string,Domain of the system,No,
ADSecurityAssessmentRecommendation,DNSZone,23,System.String,string,,No,
ADSecurityAssessmentRecommendation,DomainController,24,System.String,string,,No,
ADSecurityAssessmentRecommendation,Site,25,System.String,string,,No,
ADSecurityAssessmentRecommendation,GroupPolicyObject,26,System.String,string,,No,
ADSecurityAssessmentRecommendation,NamingContext,27,System.String,string,,No,
ADSecurityAssessmentRecommendation,DNSServer,28,System.String,string,,No,
ADSecurityAssessmentRecommendation,CustomData,29,System.String,string,,No,
ADSecurityAssessmentRecommendation,Type,30,System.String,string,The Name of the table,Yes,
AzureAssessmentRecommendation,TenantId,0,System.String,string,ID of the worksapce that stores this record,No,
AzureAssessmentRecommendation,MG,1,System.String,string,Id of the management group for System Center Operations Manager agents. ,No,
AzureAssessmentRecommendation,SourceSystem,2,System.String,string,,No,
AzureAssessmentRecommendation,AssessmentId,3,System.String,string,ID of the assessment,No,
AzureAssessmentRecommendation,AssessmentName,4,System.String,string,Name of the assessment,No,
AzureAssessmentRecommendation,RecommendationId,5,System.String,string,ID of the recommendation generated,No,
AzureAssessmentRecommendation,Recommendation,6,System.String,string,Generated recommendation,No,
AzureAssessmentRecommendation,Description,7,System.String,string,Description of the recommendation,No,
AzureAssessmentRecommendation,RecommendationResult,8,System.String,string,Result of the recommendation generated,No,
AzureAssessmentRecommendation,TimeGenerated,9,System.DateTime,datetime,Date and time the record was created.,Yes,
AzureAssessmentRecommendation,FocusAreaId,10,System.String,string,ID of the Focus Area,No,
AzureAssessmentRecommendation,FocusArea,11,System.String,string,Area to be focussed on,No,
AzureAssessmentRecommendation,ActionAreaId,12,System.String,string,ID generated for Action Area,No,
AzureAssessmentRecommendation,ActionArea,13,System.String,string,The segment in which action is to be performed,No,
AzureAssessmentRecommendation,RecommendationScore,14,System.Double,real,Score of generated recommendation,No,
AzureAssessmentRecommendation,RecommendationWeight,15,System.Double,real,Weight of recommendation,No,
AzureAssessmentRecommendation,Computer,16,System.String,string,The machine from which data is uploaded,No,
AzureAssessmentRecommendation,AffectedObjectType,17,System.String,string,Type of object which is affected,No,
AzureAssessmentRecommendation,AffectedObjectName,18,System.String,string,Name of the affected object,No,
AzureAssessmentRecommendation,AffectedObjectUniqueName,19,System.String,string,,No,
AzureAssessmentRecommendation,AffectedObjectDetails,20,System.String,string,Details of the affected object,No,
AzureAssessmentRecommendation,AADTenantName,21,System.String,string,Tenant Name according to AAD,No,
AzureAssessmentRecommendation,AADTenantId,22,System.String,string,Tenant ID present in AAD,No,
AzureAssessmentRecommendation,AADTenantDomain,23,System.String,string,Domain to which AAD Tenant belongs to,No,
AzureAssessmentRecommendation,Resource,24,System.String,string,,No,
AzureAssessmentRecommendation,Technology,25,System.String,string,,No,
AzureAssessmentRecommendation,CustomData,26,System.String,string,,No,
AzureAssessmentRecommendation,Type,27,System.String,string,The Name of the table,Yes,
ExchangeAssessmentRecommendation,TenantId,0,System.String,string,ID of the worksapce that stores this record,No,
ExchangeAssessmentRecommendation,MG,1,System.String,string,Id of the management group for System Center Operations Manager agents. ,No,
ExchangeAssessmentRecommendation,SourceSystem,2,System.String,string,,No,
ExchangeAssessmentRecommendation,AssessmentId,3,System.String,string,ID of the assessment,No,
ExchangeAssessmentRecommendation,AssessmentName,4,System.String,string,Name of the assessment,No,
ExchangeAssessmentRecommendation,RecommendationId,5,System.String,string,ID of the recommendation generated,No,
ExchangeAssessmentRecommendation,Recommendation,6,System.String,string,Generated recommendation,No,
ExchangeAssessmentRecommendation,Description,7,System.String,string,Description of the recommendation,No,
ExchangeAssessmentRecommendation,RecommendationResult,8,System.String,string,Result of the recommendation generated,No,
ExchangeAssessmentRecommendation,TimeGenerated,9,System.DateTime,datetime,Date and time the record was created.,Yes,
ExchangeAssessmentRecommendation,FocusAreaId,10,System.String,string,ID of the Focus Area,No,
ExchangeAssessmentRecommendation,FocusArea,11,System.String,string,Area to be focussed on,No,
ExchangeAssessmentRecommendation,ActionAreaId,12,System.String,string,ID generated for Action Area,No,
ExchangeAssessmentRecommendation,ActionArea,13,System.String,string,The segment in which action is to be performed,No,
ExchangeAssessmentRecommendation,RecommendationScore,14,System.Double,real,Score of generated recommendation,No,
ExchangeAssessmentRecommendation,RecommendationWeight,15,System.Double,real,Weight of recommendation,No,
ExchangeAssessmentRecommendation,Computer,16,System.String,string,The machine from which data is uploaded,No,
ExchangeAssessmentRecommendation,AffectedObjectType,17,System.String,string,Type of object which is affected,No,
ExchangeAssessmentRecommendation,AffectedObjectName,18,System.String,string,Name of the affected object,No,
ExchangeAssessmentRecommendation,AffectedObjectUniqueName,19,System.String,string,,No,
ExchangeAssessmentRecommendation,AffectedObjectDetails,20,System.String,string,Details of the affected object,No,
ExchangeAssessmentRecommendation,ExchangeOrganization,21,System.String,string,,No,
ExchangeAssessmentRecommendation,ExchangeAdminGroup,22,System.String,string,,No,
ExchangeAssessmentRecommendation,ExchangeDAG,23,System.String,string,,No,
ExchangeAssessmentRecommendation,ExchangeMailboxDatabase,24,System.String,string,,No,
ExchangeAssessmentRecommendation,ExchangePublicFolderDatabase,25,System.String,string,,No,
ExchangeAssessmentRecommendation,ExchangeServer,26,System.String,string,,No,
ExchangeAssessmentRecommendation,ActiveDirectorySite,27,System.String,string,,No,
ExchangeAssessmentRecommendation,Technology,28,System.String,string,,No,
ExchangeAssessmentRecommendation,CustomData,29,System.String,string,,No,
ExchangeAssessmentRecommendation,Type,30,System.String,string,The Name of the table,Yes,
ExchangeOnlineAssessmentRecommendation,TenantId,0,System.String,string,ID of the worksapce that stores this record,No,
ExchangeOnlineAssessmentRecommendation,MG,1,System.String,string,Id of the management group for System Center Operations Manager agents. ,No,
ExchangeOnlineAssessmentRecommendation,SourceSystem,2,System.String,string,,No,
ExchangeOnlineAssessmentRecommendation,AssessmentId,3,System.String,string,ID of the assessment,No,
ExchangeOnlineAssessmentRecommendation,AssessmentName,4,System.String,string,Name of the assessment,No,
ExchangeOnlineAssessmentRecommendation,RecommendationId,5,System.String,string,ID of the recommendation generated,No,
ExchangeOnlineAssessmentRecommendation,Recommendation,6,System.String,string,Generated recommendation,No,
ExchangeOnlineAssessmentRecommendation,Description,7,System.String,string,Description of the recommendation,No,
ExchangeOnlineAssessmentRecommendation,RecommendationResult,8,System.String,string,Result of the recommendation generated,No,
ExchangeOnlineAssessmentRecommendation,TimeGenerated,9,System.DateTime,datetime,Date and time the record was created.,Yes,
ExchangeOnlineAssessmentRecommendation,FocusAreaId,10,System.String,string,ID of the Focus Area,No,
ExchangeOnlineAssessmentRecommendation,FocusArea,11,System.String,string,Area to be focussed on,No,
ExchangeOnlineAssessmentRecommendation,ActionAreaId,12,System.String,string,ID generated for Action Area,No,
ExchangeOnlineAssessmentRecommendation,ActionArea,13,System.String,string,The segment in which action is to be performed,No,
ExchangeOnlineAssessmentRecommendation,RecommendationScore,14,System.Double,real,Score of generated recommendation,No,
ExchangeOnlineAssessmentRecommendation,RecommendationWeight,15,System.Double,real,Weight of recommendation,No,
ExchangeOnlineAssessmentRecommendation,Computer,16,System.String,string,The machine from which data is uploaded,No,
ExchangeOnlineAssessmentRecommendation,AffectedObjectType,17,System.String,string,Type of object which is affected,No,
