service,folder,file,type,test,link,media name,mediafolder,folder match
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , resource-group-insights.md , Web URL  ,       , https://docs.microsoft.com/azure/monitoring-and-diagnostics/monitoring-overview-unified-alerts,https://docs.microsoft.com/azure/monitoring-and-diagnostics/monitoring-overview-unified-alerts,https:,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-container-insights-analyze.md , Article  , True  , monitoring-container-insights-onboard.md,monitoring-container-insights-onboard.md,#VALUE!,#VALUE!
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-container-insights-optout.md , Web URL  ,       , https://docs.microsoft.com/cli/azure/aks?view=azure-cli-latest#az-aks-disable-addons,https://docs.microsoft.com/cli/azure/aks?view=azure-cli-latest#az-aks-disable-addons,https:,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-alerts-managing-alert-instances.md , Media    , True  , ./media/monitoring-alerts-managing-alerts-instances/alert-details.jpg,monitoring-alerts-managing-alerts-instances/alert-details.jpg,monitoring-alerts-managing-alerts-instances,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-alerts-managing-alert-instances.md , Media    , True  , ./media/monitoring-alerts-managing-alerts-instances/alert-resource.JPG,monitoring-alerts-managing-alerts-instances/alert-resource.JPG,monitoring-alerts-managing-alerts-instances,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-alerts-managing-alert-instances.md , Media    , True  , ./media/monitoring-alerts-managing-alerts-instances/alert-rg.JPG,monitoring-alerts-managing-alerts-instances/alert-rg.JPG,monitoring-alerts-managing-alerts-instances,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-container-insights-analyze.md , Anchor   ,       , #search-logs-to-analyze-data,#search-logs-to-analyze-data,#VALUE!,#VALUE!
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-alerts-managing-alert-instances.md , Media    , True  , ./media/monitoring-alerts-managing-alerts-instances/alerts-summary.jpg,monitoring-alerts-managing-alerts-instances/alerts-summary.jpg,monitoring-alerts-managing-alerts-instances,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-alerts-managing-alert-instances.md , Media    , True  , ./media/monitoring-alerts-managing-alerts-instances/all-alerts.jpg,monitoring-alerts-managing-alerts-instances/all-alerts.jpg,monitoring-alerts-managing-alerts-instances,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-alerts-managing-alert-instances.md , Media    , True  , ./media/monitoring-alerts-managing-alerts-instances/monitoring-alerts-managing-alert-instances-toc.jpg,monitoring-alerts-managing-alerts-instances/monitoring-alerts-managing-alert-instances-toc.jpg,monitoring-alerts-managing-alerts-instances,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-classic-retirement.md , Media    , True  , ./media/monitoring-overview-alerts-classic/monitor-alert-screen2.png,monitoring-overview-alerts-classic/monitor-alert-screen2.png,monitoring-overview-alerts-classic,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-overview-alerts-smartgroups.md , Media    , True  , media/monitoring-overview-unified-alerts/smart-group-detail.png,monitoring-overview-unified-alerts/smart-group-detail.png,monitoring-overview-unified-alerts,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-service-map.md , Media    , True  , ./media/monitoring-service-map/select-solution-from-workspace.png,monitoring-service-map/select-solution-from-workspace.png,monitoring-service-map,TRUE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-service-map.md , Media    , True  , media/monitoring-service-map/server-port-groups.png,monitoring-service-map/server-port-groups.png,monitoring-service-map,TRUE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-service-map.md , Media    , True  , media/monitoring-service-map/service-desk.png,monitoring-service-map/service-desk.png,monitoring-service-map,TRUE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-service-map.md , Media    , True  , ./media/monitoring-service-map/service-map-onboard.png,monitoring-service-map/service-map-onboard.png,monitoring-service-map,TRUE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-service-map.md , Media    , True  , media/monitoring-service-map/service-map-overview.png,monitoring-service-map/service-map-overview.png,monitoring-service-map,TRUE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-service-map.md , Media    , True  , media/monitoring-service-map/status-badges.png,monitoring-service-map/status-badges.png,monitoring-service-map,TRUE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-service-notifications.md , Media    , True  , ./media/monitoring-service-notifications/home-monitor.png,monitoring-service-notifications/home-monitor.png,monitoring-service-notifications,TRUE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-service-notifications.md , Media    , True  , ./media/monitoring-service-notifications/service-health-summary.png,monitoring-service-notifications/service-health-summary.png,monitoring-service-notifications,TRUE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-solution-agenthealth.md , Media    , True  , ./media/monitoring-solution-agenthealth/agenthealth-solution-dashboard.png,monitoring-solution-agenthealth/agenthealth-solution-dashboard.png,monitoring-solution-agenthealth,TRUE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-solution-agenthealth.md , Media    , True  , ./media/monitoring-solution-agenthealth/agenthealth-solution-tile-homepage.png,monitoring-solution-agenthealth/agenthealth-solution-tile-homepage.png,monitoring-solution-agenthealth,TRUE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-solution-office-365.md , Media    , True  , media/monitoring-solution-office-365/add-app-registration.png,monitoring-solution-office-365/add-app-registration.png,monitoring-solution-office-365,TRUE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-solution-office-365.md , Media    , True  , media/monitoring-solution-office-365/admin-consent.png,monitoring-solution-office-365/admin-consent.png,monitoring-solution-office-365,TRUE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-solution-office-365.md , Media    , True  , media/monitoring-solution-office-365/create-application.png,monitoring-solution-office-365/create-application.png,monitoring-solution-office-365,TRUE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-solution-office-365.md , Media    , True  , media/monitoring-solution-office-365/dashboard.png,monitoring-solution-office-365/dashboard.png,monitoring-solution-office-365,TRUE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-solution-office-365.md , Media    , True  , media/monitoring-solution-office-365/grant-permissions.png,monitoring-solution-office-365/grant-permissions.png,monitoring-solution-office-365,TRUE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-solution-office-365.md , Media    , True  , media/monitoring-solution-office-365/icon.png,monitoring-solution-office-365/icon.png,monitoring-solution-office-365,TRUE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-solution-office-365.md , Media    , True  , media/monitoring-solution-office-365/keys.png,monitoring-solution-office-365/keys.png,monitoring-solution-office-365,TRUE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-container-insights-optout.md , Article  , True  , ../azure-resource-manager/resource-group-template-deploy.md,../azure-resource-manager/resource-group-template-deploy.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-container-insights-optout.md , Article  , True  , ../azure-resource-manager/resource-group-template-deploy-cli.md,../azure-resource-manager/resource-group-template-deploy-cli.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-container-insights-optout.md , Web URL  ,       , https://docs.microsoft.com/cli/azure/install-azure-cli,https://docs.microsoft.com/cli/azure/install-azure-cli,https:,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-container-insights-optout.md , Article  , True  , ../log-analytics/log-analytics-manage-del-workspace.md,../log-analytics/log-analytics-manage-del-workspace.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-container-insights-overview.md , Article  , False , ../log-analytics/log-analytics-overview.md,../log-analytics/log-analytics-overview.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-container-insights-overview.md , Article  , True  , ../log-analytics/log-analytics-containers.md,../log-analytics/log-analytics-containers.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-container-insights-troubleshoot.md , Web URL  ,       , https://github.com/Microsoft/OMS-docker/tree/ci_feature_prod/Troubleshoot#troubleshooting-script,https://github.com/Microsoft/OMS-docker/tree/ci_feature_prod/Troubleshoot#troubleshooting-script,https:,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-container-overview.md , Article  , True  , ../log-analytics/log-analytics-containers.md,../log-analytics/log-analytics-containers.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-solution-office-365.md , Media    , True  , media/monitoring-solution-office-365/registered-app.png,monitoring-solution-office-365/registered-app.png,monitoring-solution-office-365,TRUE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-solution-office-365.md , Media    , True  , media/monitoring-solution-office-365/select-api.png,monitoring-solution-office-365/select-api.png,monitoring-solution-office-365,TRUE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-container-overview.md , Article  , True  , ../application-insights/app-insights-platforms.md,../application-insights/app-insights-platforms.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-solution-office-365.md , Media    , True  , media/monitoring-solution-office-365/select-permissions.png,monitoring-solution-office-365/select-permissions.png,monitoring-solution-office-365,TRUE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-solution-office-365.md , Media    , True  , media/monitoring-solution-office-365/settings-multitenant.png,monitoring-solution-office-365/settings-multitenant.png,monitoring-solution-office-365,TRUE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-collection.md , Media    , True  , ../azure-monitor/media/overview/overview.png,../azure-monitor/overview/overview.png,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-collection.md , Article  , True  , ../azure-monitor/overview.md,../azure-monitor/overview.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-collection.md , Article  , True  , ../monitoring-and-diagnostics/monitoring-supported-metrics.md,../monitoring-and-diagnostics/monitoring-supported-metrics.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-collection.md , Article  , True  , ../application-insights/app-insights-api-custom-events-metrics.md,../application-insights/app-insights-api-custom-events-metrics.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-collection.md , Article  , True  , ../monitoring-and-diagnostics/azure-diagnostics.md,../monitoring-and-diagnostics/azure-diagnostics.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-container-insights-onboard.md , Article  , True  , monitoring-container-insights-troubleshoot.md,monitoring-container-insights-troubleshoot.md,#VALUE!,#VALUE!
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-container-insights-onboard.md , Article  , True  , monitoring-container-insights-analyze.md,monitoring-container-insights-analyze.md,#VALUE!,#VALUE!
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-collection.md , Web URL  ,       , https://www.influxdata.com/time-series-platform/telegraf/,https://www.influxdata.com/time-series-platform/telegraf/,https:,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-container-insights-optout.md , Article  , True  , monitoring-container-insights-onboard.md,monitoring-container-insights-onboard.md,#VALUE!,#VALUE!
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-collection.md , Article  , True  , ../azure-portal/azure-portal-dashboards.md,../azure-portal/azure-portal-dashboards.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-collection.md , Article  , True  , ../monitoring-and-diagnostics/monitoring-action-groups.md,../monitoring-and-diagnostics/monitoring-action-groups.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-collection.md , Article  , True  , ../monitoring-and-diagnostics/monitoring-overview-autoscale.md,../monitoring-and-diagnostics/monitoring-overview-autoscale.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-solution-office-365.md , Media    , True  , media/monitoring-solution-office-365/tile.png,monitoring-solution-office-365/tile.png,monitoring-solution-office-365,TRUE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-collection.md , Article  , True  , ../stream-analytics/stream-analytics-introduction.md,../stream-analytics/stream-analytics-introduction.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-collection.md , Article  , True  , ../monitoring-and-diagnostics/monitor-tutorial-archive-monitoring-data.md,../monitoring-and-diagnostics/monitor-tutorial-archive-monitoring-data.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-solutions.md , Media    , True  , media/monitoring-solutions/install-solution.png,monitoring-solutions/install-solution.png,monitoring-solutions,TRUE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-collection.md , Article  , True  , ../monitoring-and-diagnostics/monitoring-rest-api-walkthrough.md,../monitoring-and-diagnostics/monitoring-rest-api-walkthrough.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-container-insights-overview.md , Article  , True  , monitoring-container-insights-onboard.md,monitoring-container-insights-onboard.md,#VALUE!,#VALUE!
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-container-insights-troubleshoot.md , Article  , True  , monitoring-container-insights-onboard.md,monitoring-container-insights-onboard.md,#VALUE!,#VALUE!
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-container-insights-troubleshoot.md , Article  , True  , monitoring-container-insights-onboard.md,monitoring-container-insights-onboard.md,#VALUE!,#VALUE!
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-collection.md , Article  , True  , ../monitoring-and-diagnostics/monitoring-rest-api-walkthrough.md,../monitoring-and-diagnostics/monitoring-rest-api-walkthrough.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-container-insights-troubleshoot.md , Article  , True  , monitoring-container-insights-analyze.md,monitoring-container-insights-analyze.md,#VALUE!,#VALUE!
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-container-overview.md , Article  , True  , monitoring-container-insights-overview.md,monitoring-container-insights-overview.md,#VALUE!,#VALUE!
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-collection.md , Article  , True  , ../security-center/security-center-intro.md,../security-center/security-center-intro.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-collection.md , Article  , True  , ../log-analytics/log-analytics-cross-workspace-search.md,../log-analytics/log-analytics-cross-workspace-search.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-collection.md , Article  , True  , ../monitoring-and-diagnostics/monitor-stream-diagnostic-logs-log-analytics.md,../monitoring-and-diagnostics/monitor-stream-diagnostic-logs-log-analytics.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-collection.md , Anchor   ,       , #logs,#logs,#VALUE!,#VALUE!
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-solutions.md , Media    , True  , media/monitoring-solutions/list-solutions-all.png,monitoring-solutions/list-solutions-all.png,monitoring-solutions,TRUE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-collection.md , Article  , True  , ../log-analytics/log-analytics-data-sources.md,../log-analytics/log-analytics-data-sources.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-collection.md , Web URL  ,       , https://docs.microsoft.com/azure/application-insights/,https://docs.microsoft.com/azure/application-insights/,https:,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-collection.md , Article  , True  , ../monitoring/monitoring-solutions.md,../monitoring/monitoring-solutions.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-collection.md , Web URL  ,       , https://docs.microsoft.com/azure/security-center/,https://docs.microsoft.com/azure/security-center/,https:,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-solutions.md , Media    , True  , media/monitoring-solutions/overview.png,monitoring-solutions/overview.png,monitoring-solutions,TRUE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-collection.md , Article  , True  , ../log-analytics/log-analytics-azure-storage-iis-table.md,../log-analytics/log-analytics-azure-storage-iis-table.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-collection.md , Web URL  ,       , https://docs.microsoft.com/azure/logic-apps/,https://docs.microsoft.com/azure/logic-apps/,https:,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-collection.md , Article  , True  , ../azure-portal/azure-portal-dashboards.md,../azure-portal/azure-portal-dashboards.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-collection.md , Article  , True  , ../monitoring-and-diagnostics/monitoring-action-groups.md,../monitoring-and-diagnostics/monitoring-action-groups.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-collection.md , Article  , True  , ../log-analytics/log-analytics-powerbi.md,../log-analytics/log-analytics-powerbi.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-collection.md , Web URL  ,       , https://dev.loganalytics.io/,https://dev.loganalytics.io/,https:,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-collection.md , Article  , True  , ../monitoring-and-diagnostics/monitoring-rest-api-walkthrough.md,../monitoring-and-diagnostics/monitoring-rest-api-walkthrough.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-solutions.md , Media    , True  , media/monitoring-solutions/solution-properties.png,monitoring-solutions/solution-properties.png,monitoring-solutions,TRUE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-collection.md , Article  , True  , ../log-analytics/log-analytics-collect-azurepass-posh.md,../log-analytics/log-analytics-collect-azurepass-posh.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-collection.md , Article  , True  , ../monitoring-and-diagnostics/monitoring-metric-alerts-logs.md,../monitoring-and-diagnostics/monitoring-metric-alerts-logs.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-collection.md , Article  , True  , ../monitoring-and-diagnostics/monitoring-supported-metrics.md,../monitoring-and-diagnostics/monitoring-supported-metrics.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-collection.md , Web URL  ,       , https://docs.microsoft.com/azure/event-hubs/,https://docs.microsoft.com/azure/event-hubs/,https:,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-collection.md , Article  , True  , ../monitoring-and-diagnostics/monitor-stream-monitoring-data-event-hubs.md,../monitoring-and-diagnostics/monitor-stream-monitoring-data-event-hubs.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-sources.md , Article  , True  , ../active-directory/reports-monitoring/overview-reports.md,../active-directory/reports-monitoring/overview-reports.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-sources.md , Article  , True  , ../monitoring-and-diagnostics/monitoring-overview-activity-logs.md,../monitoring-and-diagnostics/monitoring-overview-activity-logs.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-collection.md , Anchor   ,       , #metrics,#metrics,#VALUE!,#VALUE!
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-sources.md , Article  , True  , ../monitoring-and-diagnostics/monitoring-activity-log-schema.md,../monitoring-and-diagnostics/monitoring-activity-log-schema.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-sources.md , Article  , True  , ../monitoring-and-diagnostics/monitoring-stream-activity-logs-event-hubs.md,../monitoring-and-diagnostics/monitoring-stream-activity-logs-event-hubs.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-solutions-creating.md , Media    , True  , media/monitoring-solutions-creating/solution-overview.png,monitoring-solutions-creating/solution-overview.png,monitoring-solutions-creating,TRUE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-sources.md , Article  , True  , ../monitoring-and-diagnostics/monitoring-supported-metrics.md,../monitoring-and-diagnostics/monitoring-supported-metrics.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-sources.md , Article  , True  , ../monitoring-and-diagnostics/monitoring-diagnostic-logs-schema.md,../monitoring-and-diagnostics/monitoring-diagnostic-logs-schema.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-collection.md , Unknown  ,       , [Logic Apps](),[Logic Apps](),#VALUE!,#VALUE!
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-sources.md , Article  , True  , ../log-analytics/log-analytics-azure-storage-iis-table.md,../log-analytics/log-analytics-azure-storage-iis-table.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-sources.md , Article  , True  , ../log-analytics/log-analytics-view-designer.md,../log-analytics/log-analytics-view-designer.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-sources.md , Article  , True  , ../log-analytics/log-analytics-azure-storage-iis-table.md,../log-analytics/log-analytics-azure-storage-iis-table.md,..,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-stream-activity-logs-event-hubs.md , Media    , True  , ./media/monitoring-stream-activity-logs-event-hubs/activity.png,monitoring-stream-activity-logs-event-hubs/activity.png,monitoring-stream-activity-logs-event-hubs,TRUE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-sources.md , Article  , True  , ../monitoring/monitoring-solutions.md,../monitoring/monitoring-solutions.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-sources.md , Article  , False , ../operations-management-suite/operations-management-suite-service-map.md,../operations-management-suite/operations-management-suite-service-map.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-sources.md , Web URL  ,       , https://docs.microsoft.com/azure/application-insights/,https://docs.microsoft.com/azure/application-insights/,https:,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-sources.md , Article  , True  , ../monitoring-and-diagnostics/monitoring-autoscale-scale-by-custom-metric.md,../monitoring-and-diagnostics/monitoring-autoscale-scale-by-custom-metric.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-sources.md , Article  , True  , ../application-insights/application-insights-correlation.md,../application-insights/application-insights-correlation.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-collection.md , Article  , True  , monitoring-data-sources.md,monitoring-data-sources.md,#VALUE!,#VALUE!
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-sources.md , Article  , True  , monitoring-data-collection.md,monitoring-data-collection.md,#VALUE!,#VALUE!
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-stream-activity-logs-event-hubs.md , Media    , True  , ./media/monitoring-stream-activity-logs-event-hubs/export.png,monitoring-stream-activity-logs-event-hubs/export.png,monitoring-stream-activity-logs-event-hubs,TRUE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-stream-activity-logs-event-hubs.md , Media    , True  , ./media/monitoring-stream-activity-logs-event-hubs/export-audit.png,monitoring-stream-activity-logs-event-hubs/export-audit.png,monitoring-stream-activity-logs-event-hubs,TRUE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-sources.md , Article  , True  , ../application-insights/app-insights-monitor-web-app-availability.md,../application-insights/app-insights-monitor-web-app-availability.md,..,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-stream-diagnostic-logs-to-event-hubs.md , Media    , True  , media/monitoring-stream-diagnostic-logs-to-event-hubs/diagnostic-settings-blade.png,monitoring-stream-diagnostic-logs-to-event-hubs/diagnostic-settings-blade.png,monitoring-stream-diagnostic-logs-to-event-hubs,TRUE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-sources.md , Article  , True  , ../log-analytics/log-analytics-data-collector-api.md,../log-analytics/log-analytics-data-collector-api.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-overview-azure-agents.md , Article  , True  , ../vs-azure-tools-storage-manage-with-storage-explorer.md,../vs-azure-tools-storage-manage-with-storage-explorer.md,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-overview-azure-agents.md , Article  , False , ../event-hubs/event-hubs-what-is-event-hubs.md,../event-hubs/event-hubs-what-is-event-hubs.md,..,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-stream-diagnostic-logs-to-event-hubs.md , Media    , True  , media/monitoring-stream-diagnostic-logs-to-event-hubs/diagnostic-settings-configure.png,monitoring-stream-diagnostic-logs-to-event-hubs/diagnostic-settings-configure.png,monitoring-stream-diagnostic-logs-to-event-hubs,TRUE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-overview-azure-agents.md , Article  , True  , ../automation/automation-update-management.md,../automation/automation-update-management.md,..,FALSE
