filename,foldername,path,fullpath,tocheader,tocfolder,tocname,tocpath,title,description,services,documentationcenter,author,manager,editor,ms.assetid,ms.service,ms.workload,ms.tgt_pltfrm,ms.devlang,ms.topic,Type,ms.date,ms.author,ms.component
alerts-managing-alert-states.md,platform,platform,platform\alerts-managing-alert-states.md,How-to guides,How-to guides\Respond to incidents\Alerts\Alert user interface,How-to guides,How-to guides\Respond to incidents\Alerts\Alert user interface\Manage alert and smart group states,Manage alert and smart group states,Managing the states of the alert and smart group instances,monitoring,,anantr,,,,azure-monitor,,,,conceptual,conceptual,9/24/2018,anantr,
alerts-managing-alert-instances.md,platform,platform,platform\alerts-managing-alert-instances.md,How-to guides,How-to guides\Respond to incidents\Alerts\Alert user interface,How-to guides,How-to guides\Respond to incidents\Alerts\Alert user interface\Manage alert instances,Manage alert instances,Managing alert instances across Azure,monitoring,,anantr,,,,azure-monitor,,,,conceptual,conceptual,9/24/2018,anantr,
alerts-managing-nagios-zabbix-scom.md,platform,platform,platform\alerts-managing-nagios-zabbix-scom.md,How-to guides,How-to guides\Respond to incidents\Alerts\Alert user interface,How-to guides,How-to guides\Respond to incidents\Alerts\Alert user interface\Manage alerts from other monitoring services,"Manage alerts from SCOM, Zabbix and Nagios in Azure Monitor","Manage alerts from SCOM, Zabbix and Nagios in Azure Monitor",monitoring,,anantr,,,,azure-monitor,,,,conceptual,conceptual,9/24/2018,anantr,
alerts-managing-smart-groups.md,platform,platform,platform\alerts-managing-smart-groups.md,How-to guides,How-to guides\Respond to incidents\Alerts\Alert user interface,How-to guides,How-to guides\Respond to incidents\Alerts\Alert user interface\Manage smart groups,Manage smart groups,Managing Smart Groups created over your alert instances,monitoring,,anantr,,,,azure-monitor,,,,conceptual,conceptual,9/24/2018,anantr,
alerts.md,app,app,app\alerts.md,How-to guides,How-to guides\Respond to incidents\Alerts\Application alert rules,How-to guides,How-to guides\Respond to incidents\Alerts\Application alert rules\Metric alerts,Set Alerts in Azure Application Insights | Microsoft Docs,"Get notified about slow response times, exceptions, and other performance or usage changes in your web app.",application-insights,'',mrbullwinkle,carmonm,,f8ebde72-f819-4ba5-afa2-31dbd49509a5,application-insights,tbd,ibiza,,conceptual,conceptual,1/23/2019,mbullwin,
alerts-log.md,platform,platform,platform\alerts-log.md,How-to guides,How-to guides\Respond to incidents\Alerts\Log alert rules,How-to guides,How-to guides\Respond to incidents\Alerts\Log alert rules\Configure alerts on analytics query,"Create, view, and manage log alerts Using Azure Monitor | Microsoft Docs","Use the Azure Monitor to author, view, and manage log alert rules in Azure.",azure-monitor,,msvijayn,,,,azure-monitor,,,,conceptual,conceptual,5/30/2019,vinagara,
alerts-log-query.md,platform,platform,platform\alerts-log-query.md,How-to guides,How-to guides\Respond to incidents\Alerts\Log alert rules,How-to guides,How-to guides\Respond to incidents\Alerts\Log alert rules\Queries,Log alert queries in Azure Monitor | Microsoft Docs,Provides recommendations on writing efficient queries for log alerts in Azure Monitor updates and a process for converting existing queries.,azure-monitor,,yossi-y,,,,azure-monitor,,,,conceptual,conceptual,2/19/2019,bwren,
alert-log-troubleshoot.md,platform,platform,platform\alert-log-troubleshoot.md,How-to guides,How-to guides\Respond to incidents\Alerts\Log alert rules,How-to guides,How-to guides\Respond to incidents\Alerts\Log alert rules\Troubleshooting,Troubleshoot log alerts in Azure Monitor | Microsoft Docs,"Common issues, errors, and resolutions for log alert rules in Azure.",azure-monitor,,msvijayn,,,,azure-monitor,,,,conceptual,conceptual,10/29/2018,vinagara,
alerts-log-webhook.md,platform,platform,platform\alerts-log-webhook.md,How-to guides,How-to guides\Respond to incidents\Alerts\Log alert rules,How-to guides,How-to guides\Respond to incidents\Alerts\Log alert rules\Webhook actions,Webhook actions for log alerts in Azure Alerts,"This article describes how to an log alert rule using log analytics workspace or application insights, will push data as HTTP webhook and details of the different customizations possible.",monitoring,,msvijayn,,,,azure-monitor,,,,conceptual,conceptual,6/25/2019,vinagara,
alerts-webhooks.md,platform,platform,platform\alerts-webhooks.md,How-to guides,How-to guides\Respond to incidents\Alerts\Migrate classic alert rules,How-to guides,How-to guides\Respond to incidents\Alerts\Migrate classic alert rules\Classic metric alert calling a webhook,Have a classic metric alert notify a non-Azure system using a webhook,"""Learn how to reroute Azure metric alerts to other, non-Azure systems.""",azure-monitor,,snehithm,,,,azure-monitor,,,,conceptual,conceptual,4/3/2017,snmuvva,
alerts-enable-template.md,platform,platform,platform\alerts-enable-template.md,How-to guides,How-to guides\Respond to incidents\Alerts\Migrate classic alert rules,How-to guides,How-to guides\Respond to incidents\Alerts\Migrate classic alert rules\Classic metric alert using a Resource Manager template,Create a classic metric alert in Azure with a Resource Manager template,Learn how to use a Resource Manager template to create a classic metric alert to receive notifications by email or webhook.,azure-monitor,,johnkemnetz,,,,azure-monitor,,,,conceptual,conceptual,4/27/2018,johnkem,
alerts-classic-portal.md,platform,platform,platform\alerts-classic-portal.md,How-to guides,How-to guides\Respond to incidents\Alerts\Migrate classic alert rules,How-to guides,How-to guides\Respond to incidents\Alerts\Migrate classic alert rules\Manage classic metric alerts,"""Create, view and manage classic metric alerts using Azure Monitor""","Learn how to use Azure portal, CLI or Powershell to create, view and manage classic metric alert rules.",,,snehithm,,,,azure-monitor,,,,conceptual,conceptual,9/18/2018,snmuvva,
alerts-prepare-migration.md,platform,platform,platform\alerts-prepare-migration.md,How-to guides,How-to guides\Respond to incidents\Alerts\Migrate classic alert rules,How-to guides,How-to guides\Respond to incidents\Alerts\Migrate classic alert rules\Prepare for migration,"""Prepare for Azure Monitor classic alerts migration by updating your logic apps and runbooks""","Learn how to modify your webhooks, logic apps, and runbooks to prepare for voluntary migration.",,,snehithm,,,,azure-monitor,,,,conceptual,conceptual,3/19/2018,snmuvva,
alerts-understand-migration.md,platform,platform,platform\alerts-understand-migration.md,How-to guides,How-to guides\Respond to incidents\Alerts\Migrate classic alert rules,How-to guides,How-to guides\Respond to incidents\Alerts\Migrate classic alert rules\Understand the migration tool,"""Understand how the voluntary migration tool works for Azure Monitor alerts""",Understand how the alerts migration tool works and troubleshoot problems.,,,snehithm,,,,azure-monitor,,,,conceptual,conceptual,6/19/2019,snmuvva,
alerts-using-migration-tool.md,platform,platform,platform\alerts-using-migration-tool.md,How-to guides,How-to guides\Respond to incidents\Alerts\Migrate classic alert rules,How-to guides,How-to guides\Respond to incidents\Alerts\Migrate classic alert rules\Use the migration tool,"""Migrate your classic alerts in Azure Monitor by using the voluntary migration tool""",Learn how to use the voluntary migration tool to migrate your classic alert rules.,,,snehithm,,,,azure-monitor,,,,conceptual,conceptual,3/19/2018,snmuvva,
alerts-metric.md,platform,platform,platform\alerts-metric.md,How-to guides,How-to guides\Respond to incidents\Alerts\Platform metric alert rules,How-to guides,How-to guides\Respond to incidents\Alerts\Platform metric alert rules\Manage metric alerts,"""Create, view and manage Metric Alerts Using Azure Monitor""","Learn how to use Azure portal or CLI to create, view and manage metric alert rules.",,,snehithm,,,,azure-monitor,,,,conceptual,conceptual,9/18/2018,snmuvva,
alerts-metric-logs.md,platform,platform,platform\alerts-metric-logs.md,How-to guides,How-to guides\Respond to incidents\Alerts\Platform metric alert rules,How-to guides,How-to guides\Respond to incidents\Alerts\Platform metric alert rules\Metric alerts on logs,Creating Metric Alerts for Logs in Azure Monitor,Tutorial on creating near-real time metric alerts on popular log analytics data.,monitoring,,msvijayn,,,,azure-monitor,,,,conceptual,conceptual,9/17/2018,vinagara,
alerts-dynamic-thresholds.md,platform,platform,platform\alerts-dynamic-thresholds.md,How-to guides,How-to guides\Respond to incidents\Alerts\Platform metric alert rules,How-to guides,How-to guides\Respond to incidents\Alerts\Platform metric alert rules\Use dynamic thresholds,Creating Alerts with Dynamic Thresholds in Azure Monitor,Create Alerts with machine learning based Dynamic Thresholds,azure-monitor,,yanivlavi,,,,azure-monitor,,,,conceptual,conceptual,4/26/2019,yalavi,
alerts-metric-create-templates.md,platform,platform,platform\alerts-metric-create-templates.md,How-to guides,How-to guides\Respond to incidents\Alerts\Platform metric alert rules,How-to guides,How-to guides\Respond to incidents\Alerts\Platform metric alert rules\Using Resource Manager template,Create a metric alert with a Resource Manager template,Learn how to use a Resource Manager template to create a metric alert.,azure-monitor,,snehithm,,,,azure-monitor,,,,conceptual,conceptual,9/27/2018,snmuvva,
alerts-rate-limiting.md,platform,platform,platform\alerts-rate-limiting.md,How-to guides,How-to guides\Respond to incidents\Alerts\Use action groups,How-to guides,How-to guides\Respond to incidents\Alerts\Use action groups\Alert rate limiting,"""Rate limiting for SMS, emails, Azure App push notifications and webhooks""","Understand how Azure limits the number of possible SMS, email, Azure App push or webhook notifications from an action group.",azure-monitor,,dkamstra,,,,azure-monitor,,,,conceptual,conceptual,3/12/2018,dukek,
alerts-common-schema-definitions.md,platform,platform,platform\alerts-common-schema-definitions.md,How-to guides,How-to guides\Respond to incidents\Alerts\Use action groups,How-to guides,How-to guides\Respond to incidents\Alerts\Use action groups\Common alert schema definition,Common alert schema definitions for Webhooks/Logic Apps/Azure Functions/Automation Runbooks,Understanding the common alert schema definitions for Webhooks/Logic Apps/Azure Functions/Automation Runbooks,azure-monitor,,anantr,,,,azure-monitor,,,,conceptual,conceptual,3/14/2019,anantr,alerts
action-groups.md,platform,platform,platform\action-groups.md,How-to guides,How-to guides\Respond to incidents\Alerts\Use action groups,How-to guides,How-to guides\Respond to incidents\Alerts\Use action groups\Create action group,Create and manage action groups in the Azure portal,Learn how to create and manage action groups in the Azure portal.,azure-monitor,,dkamstra,,,,azure-monitor,,,,conceptual,conceptual,5/30/2019,dukek,
action-groups-create-resource-manager-template.md,platform,platform,platform\action-groups-create-resource-manager-template.md,How-to guides,How-to guides\Respond to incidents\Alerts\Use action groups,How-to guides,How-to guides\Respond to incidents\Alerts\Use action groups\Create action groups with Resource Manager,Create action groups with Resource Manager templates,Learn how to create an action group by using an Azure Resource Manager template.,azure-monitor,,dkamstra,,,,azure-monitor,,,,conceptual,conceptual,2/16/2018,dukek,
action-groups-logic-app.md,platform,platform,platform\action-groups-logic-app.md,How-to guides,How-to guides\Respond to incidents\Alerts\Use action groups,How-to guides,How-to guides\Respond to incidents\Alerts\Use action groups\Implement a Logic App action,How to trigger complex actions with Azure Monitor alerts,Learn how to create a logic app action to process Azure Monitor alerts.,azure-monitor,,dkamstra,,,,azure-monitor,,,,conceptual,conceptual,7/18/2018,dukek,
alerts-common-schema-integrations.md,platform,platform,platform\alerts-common-schema-integrations.md,How-to guides,How-to guides\Respond to incidents\Alerts\Use action groups,How-to guides,How-to guides\Respond to incidents\Alerts\Use action groups\Integrate the common alert schema with Logic Apps,How to integrate the common alert schema with Logic Apps,Learn how to create a logic app that leverages the common alert schema to handle all your alerts.,azure-monitor,,ananthradhakrishnan,,,,azure-monitor,,,,conceptual,conceptual,5/27/2019,anantr,
alerts-sms-behavior.md,platform,platform,platform\alerts-sms-behavior.md,How-to guides,How-to guides\Respond to incidents\Alerts\Use action groups,How-to guides,How-to guides\Respond to incidents\Alerts\Use action groups\SMS alert behavior,SMS Alert behavior in Action Groups,"SMS message format and responding to SMS messages to unsubscribe, resubscribe or request help.",monitoring,,dkamstra,,,,azure-monitor,,,,conceptual,conceptual,2/16/2018,dukek,
activity-log-alerts-webhook.md,platform,platform,platform\activity-log-alerts-webhook.md,How-to guides,How-to guides\Respond to incidents\Alerts\Use action groups,How-to guides,How-to guides\Respond to incidents\Alerts\Use action groups\Webhook schema,Understand the webhook schema used in activity log alerts,Learn about the schema of the JSON that is posted to a webhook URL when an activity log alert activates.,azure-monitor,,johnkemnetz,,,,azure-monitor,,,,conceptual,conceptual,3/31/2017,johnkem,
autoscale-best-practices.md,platform,platform,platform\autoscale-best-practices.md,How-to guides,How-to guides\Respond to incidents\Autoscale,How-to guides,How-to guides\Respond to incidents\Autoscale\Best practices,Best practices for autoscale,"Autoscale patterns in Azure for Web Apps, Virtual Machine Scale sets, and Cloud Services",azure-monitor,,anirudhcavale,,,,azure-monitor,,,,conceptual,conceptual,7/7/2017,ancav,
autoscale-common-metrics.md,platform,platform,platform\autoscale-common-metrics.md,How-to guides,How-to guides\Respond to incidents\Autoscale,How-to guides,How-to guides\Respond to incidents\Autoscale\Common metrics,Autoscale common metrics,"Learn which metrics are commonly used for autoscaling your Cloud Services, Virtual Machines and Web Apps.",azure-monitor,,anirudhcavale,,,,azure-monitor,,,,conceptual,conceptual,12/6/2016,ancav,
autoscale-common-scale-patterns.md,platform,platform,platform\autoscale-common-scale-patterns.md,How-to guides,How-to guides\Respond to incidents\Autoscale,How-to guides,How-to guides\Respond to incidents\Autoscale\Common patterns,Overview of common autoscale patterns,Learn some of the common patterns to auto scale your resource in Azure.,azure-monitor,,anirudhcavale,,,,azure-monitor,,,,conceptual,conceptual,5/7/2017,ancav,
autoscale-virtual-machine-scale-sets.md,platform,platform,platform\autoscale-virtual-machine-scale-sets.md,How-to guides,How-to guides\Respond to incidents\Autoscale,How-to guides,How-to guides\Respond to incidents\Autoscale\Scale VM scale sets using Resource Manager templates,Advanced Autoscale using Azure Virtual Machines,Uses Resource Manager and VM Scale Sets with multiple rules and profiles which send email and call webhook URLs with scale actions.,azure-monitor,,anirudhcavale,,,,azure-monitor,,,,conceptual,conceptual,2/22/2016,ancav,
autoscale-custom-metric.md,platform,platform,platform\autoscale-custom-metric.md,How-to guides,How-to guides\Respond to incidents\Autoscale,How-to guides,How-to guides\Respond to incidents\Autoscale\Scale with custom metrics,Autoscale in Azure using a custom metric,Learn how to scale your resource by custom metric in Azure.,azure-monitor,,anirudhcavale,,,,azure-monitor,,,,conceptual,conceptual,5/7/2017,ancav,
autoscale-understanding-settings.md,platform,platform,platform\autoscale-understanding-settings.md,How-to guides,How-to guides\Respond to incidents\Autoscale,How-to guides,How-to guides\Respond to incidents\Autoscale\Settings,Understanding autoscale settings in Azure Monitor,"""A detailed breakdown of autoscale settings and how they work. Applies to Virtual Machines, Cloud Services, Web Apps""",azure-monitor,,anirudhcavale,,,,azure-monitor,,,,conceptual,conceptual,12/18/2017,ancav,
autoscale-webhook-email.md,platform,platform,platform\autoscale-webhook-email.md,How-to guides,How-to guides\Respond to incidents\Autoscale,How-to guides,How-to guides\Respond to incidents\Autoscale\Use webhooks and email notifications,Use autoscale to send email and webhook alert notifications,'See how to use autoscale actions to call web URLs or send email notifications in Azure Monitor. ',azure-monitor,,anirudhcavale,,,,azure-monitor,,,,conceptual,conceptual,4/3/2017,ancav,
autoscale-get-started.md,platform,platform,platform\autoscale-get-started.md,How-to guides,How-to guides\Respond to incidents\Autoscale,How-to guides,How-to guides\Respond to incidents\Autoscale\Walkthrough,Get started with autoscale in Azure,"""Learn how to scale your resource Web App, Cloud Service, Virtual Machine or Virtual Machine Scale set in Azure.""",azure-monitor,,rajram,,,,azure-monitor,,,,conceptual,conceptual,7/7/2017,rajram,
itsmc-service-manager-script.md,platform,platform,platform\itsmc-service-manager-script.md,How-to guides,How-to guides\Respond to incidents\IT Service Management,How-to guides,How-to guides\Respond to incidents\IT Service Management\Create Service Manager web app,Automated script to create Service Manager Web app to connect with IT Service Management Connector in Azure | Microsoft Docs,"Create a Service Manager Web app using an automated script to connect with IT Service Management Connector in Azure, and centrally monitor and manage the ITSM work items.",log-analytics,'',jyothirmaisuri,riyazp,'',879e819f-d880-41c8-9775-a30907e42059,log-analytics,na,na,,conceptual,conceptual,1/23/2018,v-jysur,
itsmc-connections.md,platform,platform,platform\itsmc-connections.md,How-to guides,How-to guides\Respond to incidents\IT Service Management,How-to guides,How-to guides\Respond to incidents\IT Service Management\IT Service Management connections,Supported connections with IT Service Management Connector in Azure Log Analytics | Microsoft Docs,This article provides information about how to connect your ITSM products/services with the IT Service Management Connector (ITSMC) in Azure Monitor to centrally monitor and manage the ITSM work items.,,'',jyothirmaisuri,riyazp,'',8231b7ce-d67f-4237-afbf-465e2e397105,log-analytics,na,na,,conceptual,conceptual,5/24/2018,v-jysur,
itsmc-overview.md,platform,platform,platform\itsmc-overview.md,How-to guides,How-to guides\Respond to incidents\IT Service Management,How-to guides,How-to guides\Respond to incidents\IT Service Management\IT Service Management Connector,IT Service Management Connector in Azure Log Analytics | Microsoft Docs,"This article provides an overview of IT Service Management Connector (ITSMC) and information about how to use this solution to centrally monitor and manage the ITSM work items in Azure Log Analytics, and resolve any issues quickly.",log-analytics,'',jyothirmaisuri,riyazp,'',0b1414d9-b0a7-4e4e-a652-d3a6ff1118c4,log-analytics,na,na,,conceptual,conceptual,5/24/2018,v-jysur,
export-power-bi.md,app,app,app\export-power-bi.md,How-to guides,How-to guides\Visualize data\Power BI,How-to guides,How-to guides\Visualize data\Power BI\Export application data,Export to Power BI from Azure Application Insights | Microsoft Docs,Analytics queries can be displayed in Power BI.,application-insights,'',mrbullwinkle,carmonm,,7f13ea66-09dc-450f-b8f9-f40fdad239f2,application-insights,tbd,ibiza,,conceptual,conceptual,8/10/2018,mbullwin,
powerbi.md,platform,platform,platform\powerbi.md,How-to guides,How-to guides\Visualize data\Power BI,How-to guides,How-to guides\Visualize data\Power BI\Export log data,Import Azure Log Analytics data into Power BI | Microsoft Docs,Power BI is a cloud based business analytics service from Microsoft that provides rich visualizations and reports for analysis of different sets of data.  This article describes how to configure and import Log Analytics data into Power BI and configure it to automatically refresh.,log-analytics,'',bwren,carmonm,tysonn,83edc411-6886-4de1-aadd-33982147b9c3,log-analytics,infrastructure-services,na,,conceptual,conceptual,05/01/219,bwren,
grafana-plugin.md,platform,platform,platform\grafana-plugin.md,How-to guides,How-to guides\Visualize data,How-to guides,How-to guides\Visualize data\Send data to Grafana,Monitor Azure services and applications using Grafana,Route Azure Monitor and Application Insights data so you can view them in Grafana.,azure-monitor,,rboucher,,,,azure-monitor,,,,conceptual,conceptual,11/6/2017,robb,
view-designer-filters.md,platform,platform,platform\view-designer-filters.md,How-to guides,How-to guides\Visualize data\Views,How-to guides,How-to guides\Visualize data\Views\Filters,Filters in Azure Monitor views | Microsoft Docs,A filter in an Azure Monitor view allows users to filter the data in the view by the value of a particular property without modifying the view itself.  This article describes how to use a filter and add one to a custom view.,log-analytics,'',bwren,carmonm,'',ce41dc30-e568-43c1-97fa-81e5997c946a,log-analytics,na,na,,conceptual,conceptual,6/22/2018,bwren,
view-designer-tiles.md,platform,platform,platform\view-designer-tiles.md,How-to guides,How-to guides\Visualize data\Views,How-to guides,How-to guides\Visualize data\Views\Tile reference,A reference guide to the View Designer tiles in Azure Monitor | Microsoft Docs,"By using View Designer in Azure Monitor, you can create custom views that are displayed in the Azure portal and contain a variety of visualizations on data in the Log Analytics workspace. This article is a reference guide to the settings for the tiles that are available in your custom views.",log-analytics,'',bwren,carmonm,'',41787c8f-6c13-4520-b0d3-5d3d84fcf142,log-analytics,na,na,,conceptual,conceptual,1/17/2018,bwren,
view-designer.md,platform,platform,platform\view-designer.md,How-to guides,How-to guides\Visualize data\Views,How-to guides,How-to guides\Visualize data\Views\View Designer,Create views to analyze log data in Azure Monitor | Microsoft Docs,"By using View Designer in Azure Monitor, you can create custom views that are displayed in the Azure portal and contain a variety of visualizations on data in the Log Analytics workspace. This article contains an overview of View Designer and presents procedures for creating and editing custom views.",log-analytics,'',bwren,carmonm,'',ce41dc30-e568-43c1-97fa-81e5997c946a,log-analytics,na,na,,conceptual,conceptual,6/22/2018,bwren,
view-designer-parts.md,platform,platform,platform\view-designer-parts.md,How-to guides,How-to guides\Visualize data\Views,How-to guides,How-to guides\Visualize data\Views\Visualization part reference,A reference guide to the View Designer parts in Azure Monitor | Microsoft Docs,"By using View Designer in Azure Monitor, you can create custom views that are displayed in the Azure portal and contain a variety of visualizations on data in the Log Analytics workspace. This article is a reference guide to the settings for the visualization parts that are available in your custom views.",log-analytics,'',bwren,carmonm,'',5718d620-b96e-4d33-8616-e127ee9379c4,log-analytics,na,na,,conceptual,conceptual,3/12/2018,bwren,
overview.md,azure-monitor,,overview.md,Overview,Overview,Overview,Overview\What is Azure Monitor?,Azure Monitor overview | Microsoft Docs,Overview of Microsoft services and functionalities that contribute to a complete monitoring strategy for your Azure services and applications.,monitoring-and-diagnostics,monitoring-and-diagnostics,bwren,carmonm,'',,azure-monitor,na,na,,conceptual,conceptual,1/26/2019,bwren,
quick-monitor-portal.md,learn,learn,learn\quick-monitor-portal.md,Quickstarts,Quickstarts\Applications,Quickstarts,Quickstarts\Applications\.NET application,Monitor your ASP.NET Web App  with Azure Application Insights | Microsoft Docs,Provides instructions to quickly set up an ASP.NET Web App for monitoring with Application Insights,application-insights,,mrbullwinkle,carmonm,,,application-insights,,,,quickstart,quickstart,6/26/2019,mbullwin,
dotnetcore-quick-start.md,learn,learn,learn\dotnetcore-quick-start.md,Quickstarts,Quickstarts\Applications,Quickstarts,Quickstarts\Applications\.NET Core application,Quickstart with Azure Application Insights | Microsoft Docs,Provides instructions to quickly set up an ASP.NET Core Web App for monitoring with Application Insights,application-insights,,mrbullwinkle,carmonm,,,application-insights,,,,quickstart,quickstart,6/26/2019,mbullwin,
java-quick-start.md,learn,learn,learn\java-quick-start.md,Quickstarts,Quickstarts\Applications,Quickstarts,Quickstarts\Applications\Java application,Quickstart with Azure Application Insights | Microsoft Docs,Provides instructions to quickly set up a Java Web App for monitoring with Application Insights,application-insights,,mrbullwinkle,carmonm,,,application-insights,,,,quickstart,quickstart,4/18/2019,mbullwin,
mobile-center-quickstart.md,learn,learn,learn\mobile-center-quickstart.md,Quickstarts,Quickstarts\Applications,Quickstarts,Quickstarts\Applications\Mobile application,Quickstart with Azure Application Insights | Microsoft Docs,Provides instructions to quickly set up a mobile app for monitoring with Application Insights and App Center,application-insights,,mrbullwinkle,carmonm,,,application-insights,,,,quickstart,quickstart,6/26/2019,mbullwin,
nodejs-quick-start.md,learn,learn,learn\nodejs-quick-start.md,Quickstarts,Quickstarts\Applications,Quickstarts,Quickstarts\Applications\Node.js application,Quickstart with Azure Application Insights | Microsoft Docs,Provides instructions to quickly setup a Node.js Web App for monitoring with Application Insights,application-insights,,mrbullwinkle,carmonm,,,application-insights,,,,quickstart,quickstart,4/1/2019,mbullwin,
website-monitoring.md,app,app,app\website-monitoring.md,Quickstarts,Quickstarts\Applications,Quickstarts,Quickstarts\Applications\Web application,Quickstart Monitor Websites with Azure Monitor Application Insights | Microsoft Docs,Provides instructions to quickly setup client/browser-side website monitoring with Azure Monitor Application Insights,application-insights,,mrbullwinkle,carmonm,,,application-insights,,,,quickstart,quickstart,10/29/2018,mbullwin,
quick-collect-azurevm.md,learn,learn,learn\quick-collect-azurevm.md,Quickstarts,Quickstarts\Virtual machines,Quickstarts,Quickstarts\Virtual machines\Collect - Azure VMs,Collect data about Azure Virtual Machines | Microsoft Docs,Learn how to enable the Log Analytics agent VM Extension and enable collection of data from your Azure VMs with Log Analytics.,log-analytics,log-analytics,mgoedtel,carmonm,'',,log-analytics,na,na,,quickstart,quickstart,11/13/2018,magoedte,
quick-collect-linux-computer.md,learn,learn,learn\quick-collect-linux-computer.md,Quickstarts,Quickstarts\Virtual machines,Quickstarts,Quickstarts\Virtual machines\Collect - Linux computer,Configure Azure Log Analytics Agent for Hybrid Linux Computer | Microsoft Docs,Learn how to deploy the Log Analytics agent for Linux running on computers outside of Azure and enable data collection with Log Analytics.,log-analytics,log-analytics,mgoedtel,carmonm,'',,log-analytics,na,na,,quickstart,quickstart,6/14/2019,magoedte,
quick-collect-windows-computer.md,learn,learn,learn\quick-collect-windows-computer.md,Quickstarts,Quickstarts\Virtual machines,Quickstarts,Quickstarts\Virtual machines\Collect - Windows computer,Configure the Azure Log Analytics agent for hybrid Windows computers | Microsoft Docs,"In this quickstart, you'll learn how to deploy the Log Analytics agent for Windows computers running outside of Azure and enable data collection with Log Analytics.",log-analytics,log-analytics,mgoedtel,carmonm,'',,log-analytics,na,na,,quickstart,quickstart,4/9/2019,magoedte,
data-model-context.md,app,app,app\data-model-context.md,Reference,Reference\Application Insights data model,Reference,Reference\Application Insights data model\Context,Azure Application Insights Telemetry Data Model - Telemetry Context | Microsoft Docs,Application Insights telemetry context data model,application-insights,.net,mrbullwinkle,carmonm,,,application-insights,TBD,ibiza,,conceptual,conceptual,5/15/2017,mbullwin,
data-model-dependency-telemetry.md,app,app,app\data-model-dependency-telemetry.md,Reference,Reference\Application Insights data model,Reference,Reference\Application Insights data model\Dependency,Azure Application Insights Telemetry Data Model - Dependency Telemetry | Microsoft Docs,Application Insights data model for dependency telemetry,application-insights,.net,mrbullwinkle,carmonm,,,application-insights,TBD,ibiza,,conceptual,conceptual,4/17/2017,mbullwin,
data-model-event-telemetry.md,app,app,app\data-model-event-telemetry.md,Reference,Reference\Application Insights data model,Reference,Reference\Application Insights data model\Event,Azure Application Insights Telemetry Data Model - Event Telemetry | Microsoft Docs,Application Insights data model for event telemetry,application-insights,.net,mrbullwinkle,carmonm,,,application-insights,TBD,ibiza,,conceptual,conceptual,4/25/2017,mbullwin,
data-model-exception-telemetry.md,app,app,app\data-model-exception-telemetry.md,Reference,Reference\Application Insights data model,Reference,Reference\Application Insights data model\Exception,Azure Application Insights Telemetry Data Model - Exception Telemetry | Microsoft Docs,Application Insights data model for exception telemetry,application-insights,.net,mrbullwinkle,carmonm,,,application-insights,TBD,ibiza,,conceptual,conceptual,4/25/2017,mbullwin,
data-model-metric-telemetry.md,app,app,app\data-model-metric-telemetry.md,Reference,Reference\Application Insights data model,Reference,Reference\Application Insights data model\Metric,Azure Application Insights Telemetry Data Model - Metric Telemetry | Microsoft Docs,Application Insights data model for metric telemetry,application-insights,.net,mrbullwinkle,carmonm,,,application-insights,TBD,ibiza,,conceptual,conceptual,4/25/2017,mbullwin,
data-model.md,app,app,app\data-model.md,Reference,Reference\Application Insights data model,Reference,Reference\Application Insights data model\Overview,Azure Application Insights Telemetry Data Model | Microsoft Docs,Application Insights data model overview,application-insights,.net,mrbullwinkle,carmonm,,,application-insights,TBD,ibiza,,conceptual,conceptual,4/25/2017,mbullwin,
data-model-request-telemetry.md,app,app,app\data-model-request-telemetry.md,Reference,Reference\Application Insights data model,Reference,Reference\Application Insights data model\Request,Azure Application Insights Telemetry Data Model - Request Telemetry | Microsoft Docs,Application Insights data model for request telemetry,application-insights,.net,mrbullwinkle,carmonm,,,application-insights,TBD,ibiza,,conceptual,conceptual,1/7/2019,mbullwin,
data-model-trace-telemetry.md,app,app,app\data-model-trace-telemetry.md,Reference,Reference\Application Insights data model,Reference,Reference\Application Insights data model\Trace,Azure Application Insights Telemetry Data Model - Trace Telemetry | Microsoft Docs,Application Insights data model for trace telemetry,application-insights,.net,mrbullwinkle,carmonm,,,application-insights,TBD,ibiza,,conceptual,conceptual,4/25/2017,mbullwin,
auto-collect-dependencies.md,app,app,app\auto-collect-dependencies.md,Reference,Reference\Application Insights,Reference,Reference\Application Insights\Dependency auto-collection,Azure Application Insights - Dependency Auto-Collection | Microsoft Docs,Application Insights automatically collect and visualize dependencies,application-insights,.net,nikmd23,carmonm,,,application-insights,TBD,ibiza,,reference,reference,4/29/2019,nimolnar,
custom-endpoints.md,app,app,app\custom-endpoints.md,Reference,Reference\Application Insights,Reference,Reference\Application Insights\Endpoint overrides,Azure Monitor - Azure Application Insights override default SDK endpoints | Microsoft Docs,Modify default Azure Application Insights SDK endpoints for regions like Azure Government.,application-insights,,mrbullwinkle,carmonm,,3b722e47-38bd-4667-9ba4-65b7006c074c,application-insights,tbd,ibiza,,conceptual,conceptual,6/25/2019,mbullwin,
nuget.md,app,app,app\nuget.md,Reference,Reference\Application Insights,Reference,Reference\Application Insights\NuGet packages,Azure Application Insights - Dependency Auto-Collection | Microsoft Docs,Application Insights automatically collect and visualize dependencies,application-insights,,mrbullwinkle,carmonm,,,application-insights,TBD,ibiza,,reference,reference,10/16/2018,mbullwin,
